0;1;2;3;4;5;6;7;8;9;10;11;12;13;14
0.2222222222222222;0.12545454545454543;0.23465703971119134;0.13002364066193856;1.0;0.0;0.33620689655172414;1.0;0.20866141732283466;0.5655737704918034;0.6518987341772152;0.47354497354497355;0.15091678420310298;0.24632952691680263;0.17875210792580104
0.8271604938271605;0.10727272727272727;0.5631768953068592;0.25531914893617025;0.25925925925925924;1.0;0.18750000000000003;0.8023255813953488;0.26574803149606296;0.26024590163934425;0.18670886075949367;0.3148148148148148;0.9999999999999999;1.0;0.22765598650927488
0.3292181069958848;0.07999999999999999;0.4223826714801444;0.24822695035460995;0.7645502645502644;0.09787928221859707;0.16594827586206898;0.07170542635658915;0.7362204724409449;0.12295081967213116;0.16772151898734178;0.19576719576719576;0.08039492242595203;0.11256117455138664;0.028667790893760536
0.0;1.0;0.13357400722021662;0.37352245862884165;0.04497354497354497;0.1712887438825449;0.1120689655172414;0.12209302325581395;0.10236220472440946;0.24385245901639346;0.09177215189873418;0.0;0.012693935119887164;0.2104404567699837;0.08768971332209106
1.0;0.2818181818181818;0.4151624548736462;0.36643026004728135;0.15079365079365079;0.7960848287112562;0.28879310344827586;0.09689922480620156;1.0;1.0;0.3417721518987342;0.4682539682539683;0.17348377997179126;0.02120717781402937;0.2057335581787521
0.48971193415637854;0.08181818181818182;1.0;0.0;0.10317460317460317;0.0;0.04741379310344828;0.15891472868217052;0.09448818897637795;0.03688524590163935;0.0;0.2433862433862434;0.052186177715091674;0.2202283849918434;0.21753794266441817
0.5226337448559671;0.2218181818181818;0.49097472924187724;0.07565011820330969;0.21428571428571427;0.7862969004893966;0.02370689655172414;0.14922480620155038;0.31496062992125984;0.006147540983606558;0.10126582278481013;0.2698412698412699;0.6925246826516219;0.0;0.01854974704890388
0.2633744855967078;0.0;0.0;0.4822695035460993;0.15343915343915343;0.0;0.07543103448275863;0.0;0.6377952755905512;0.0;0.17721518987341772;0.07407407407407407;0.4583921015514809;0.0;0.9915682967959527
0.44855967078189296;0.16727272727272724;0.3574007220216606;0.2174940898345154;0.06613756613756613;0.5513866231647635;0.2543103448275862;0.13565891472868216;0.007874015748031496;0.09836065573770493;0.2911392405063291;0.0026455026455026315;0.012693935119887164;0.035889070146818934;0.34064080944350755
0.10699588477366254;0.08545454545454545;0.3862815884476535;0.04728132387706856;0.0;0.02610114192495922;0.05172413793103449;0.027131782945736434;0.047244094488188976;0.03278688524590164;0.09177215189873418;0.06878306878306878;0.4118476727785613;0.14518760195758568;0.04047217537942664
0.345679012345679;0.058181818181818175;0.4296028880866426;0.07328605200945627;0.2751322751322751;0.04730831973898859;0.02370689655172414;0.10465116279069768;0.7795275590551181;0.059426229508196725;0.10126582278481013;0.21693121693121695;0.5599435825105782;0.04730831973898859;0.7284991568296795
0.3004115226337448;0.4672727272727273;0.6714801444043321;1.0000000000000002;0.13756613756613756;0.3719412724306689;0.0;0.07170542635658915;0.0;0.08401639344262295;1.0;0.19312169312169314;0.11988716502115654;0.468189233278956;0.0
0.34156378600823045;0.4254545454545454;0.4332129963898917;0.9385342789598109;0.164021164021164;0.33442088091354;1.0;0.1065891472868217;0.4192913385826772;0.7540983606557378;0.7025316455696203;0.07407407407407407;0.052186177715091674;0.05709624796084829;0.33895446880269814
0.39094650205761317;0.32727272727272727;0.5667870036101083;0.16548463356973997;0.07936507936507936;0.18270799347471453;0.01724137931034483;0.007751937984496124;0.8228346456692913;0.24590163934426232;0.09177215189873418;0.08465608465608465;0.5909732016925247;0.19575856443719414;0.9578414839797639
0.20987654320987653;0.09454545454545453;0.40794223826714804;0.36643026004728135;0.7566137566137565;0.0;0.25646551724137934;0.04457364341085271;0.015748031496062992;0.0;0.4430379746835443;0.1349206349206349;0.012693935119887164;0.0;0.9999999999999999
0.39094650205761317;0.1618181818181818;0.41877256317689526;0.22695035460992913;0.15343915343915343;0.08972267536704732;0.03663793103448276;0.09883720930232558;0.031496062992125984;0.0;0.14240506329113925;0.20899470899470898;0.10437235543018335;0.6476345840130507;0.013490725126475547
0.8683127572016461;0.3927272727272727;0.6498194945848376;0.5531914893617021;0.22486772486772486;0.0;0.43103448275862066;0.13953488372093023;0.3917322834645669;0.09016393442622953;0.7151898734177216;1.0;0.0;0.14845024469820556;0.1534569983136594
